destination,region,destination_type,year,month,period,season,visitors,congestion_index,hotel_occupancy_pct,avg_daily_spend_eur,sentiment_score,review_volume,esg_score,capacity_index
Costa Brava,Cataluña,coastal,2023,5,2023-05,shoulder,17972,50.8,52.0,170.81,3.59,2785,51.6,85
Costa Brava,Cataluña,coastal,2023,6,2023-06,high,24981,66.8,57.2,95.34,3.61,2612,44.5,85
Costa Brava,Cataluña,coastal,2023,7,2023-07,peak,35200,85.8,80.6,268.96,2.87,4687,61.1,85
Costa Brava,Cataluña,coastal,2023,8,2023-08,peak,31110,91.1,80.0,208.78,3.57,3576,45.8,85
Costa Brava,Cataluña,coastal,2023,9,2023-09,high,29401,73.5,63.8,114.38,3.59,2849,41.2,85
Costa Brava,Cataluña,coastal,2023,10,2023-10,shoulder,16534,51.3,49.6,133.36,4.25,1541,58.9,85
Costa Brava,Cataluña,coastal,2023,11,2023-11,low,5184,13.6,12.8,109.44,3.79,685,69.0,85
Costa Brava,Cataluña,coastal,2023,12,2023-12,low,4987,11.4,10.2,159.68,3.47,528,64.1,85
Costa Brava,Cataluña,coastal,2024,1,2024-01,low,4821,13.0,11.9,193.18,3.49,423,68.7,85
Costa Brava,Cataluña,coastal,2024,2,2024-02,low,5254,13.7,13.2,230.63,3.54,719,78.5,85
Costa Brava,Cataluña,coastal,2024,3,2024-03,shoulder,18919,47.0,46.4,141.13,3.83,2825,45.3,85
Costa Brava,Cataluña,coastal,2024,4,2024-04,shoulder,18195,44.5,44.5,134.44,3.31,1860,52.6,85
Costa Brava,Cataluña,coastal,2024,5,2024-05,shoulder,19583,45.3,42.9,192.37,4.48,2780,60.5,85
Costa Brava,Cataluña,coastal,2024,6,2024-06,high,27465,70.3,72.8,62.02,4.12,3613,66.3,85
Costa Brava,Cataluña,coastal,2024,7,2024-07,peak,33256,92.7,80.6,226.64,3.16,3262,57.9,85
Costa Brava,Cataluña,coastal,2024,8,2024-08,peak,32963,88.6,78.0,162.6,3.06,2743,51.2,85
Costa Brava,Cataluña,coastal,2024,9,2024-09,high,24668,68.5,68.6,158.67,3.98,3556,34.9,85
Costa Brava,Cataluña,coastal,2024,10,2024-10,shoulder,20226,45.6,40.8,85.08,3.82,3336,61.3,85
Costa Brava,Cataluña,coastal,2024,11,2024-11,low,4725,11.7,11.2,222.69,3.62,847,54.9,85
Costa Brava,Cataluña,coastal,2024,12,2024-12,low,5460,13.8,12.6,136.26,4.29,725,68.3,85
Costa Brava,Cataluña,coastal,2025,1,2025-01,low,5612,14.0,12.8,180.95,3.71,897,63.0,85
Costa Brava,Cataluña,coastal,2025,2,2025-02,low,5099,12.4,11.4,248.71,3.89,616,51.0,85
Costa Brava,Cataluña,coastal,2025,3,2025-03,shoulder,16782,41.9,42.0,81.03,3.2,2091,44.6,85
Costa Brava,Cataluña,coastal,2025,4,2025-04,shoulder,16312,43.4,37.5,163.93,3.54,2374,63.7,85
Costa Brava,Cataluña,coastal,2025,5,2025-05,shoulder,18792,40.0,37.5,111.59,4.22,1795,45.0,85
Costa Brava,Cataluña,coastal,2025,6,2025-06,high,24053,71.4,73.6,168.24,3.92,1950,53.6,85
Costa Brava,Cataluña,coastal,2025,7,2025-07,peak,30696,76.6,79.7,121.25,3.58,4680,36.1,85
Costa Brava,Cataluña,coastal,2025,8,2025-08,peak,31904,82.4,75.8,212.78,4.37,3268,52.5,85
Costa Brava,Cataluña,coastal,2025,9,2025-09,high,23710,65.3,66.1,187.73,3.91,3344,64.5,85
Costa Brava,Cataluña,coastal,2025,10,2025-10,shoulder,16674,45.3,40.5,165.5,3.35,1743,39.4,85
Costa Brava,Cataluña,coastal,2025,11,2025-11,low,4922,11.4,11.8,229.3,3.37,849,56.4,85
Costa Brava,Cataluña,coastal,2025,12,2025-12,low,5539,13.9,14.3,155.8,3.81,865,48.6,85
Costa Brava,Cataluña,coastal,2026,1,2026-01,low,5087,11.1,10.3,32.87,2.63,719,70.3,85
Costa Brava,Cataluña,coastal,2026,2,2026-02,low,4608,13.2,12.5,86.57,3.36,704,57.3,85
Costa Brava,Cataluña,coastal,2026,3,2026-03,shoulder,17600,51.1,45.7,213.14,3.39,2057,53.2,85
Costa Brava,Cataluña,coastal,2026,4,2026-04,shoulder,20388,48.3,49.3,176.62,3.26,3383,49.9,85
Costa del Sol,Andalucía,coastal,2023,1,2023-01,low,5249,13.0,11.4,73.34,3.84,783,36.4,80
Costa del Sol,Andalucía,coastal,2023,2,2023-02,low,5317,11.2,10.2,178.74,3.45,678,36.7,80
Costa del Sol,Andalucía,coastal,2023,3,2023-03,shoulder,20268,43.1,42.3,119.41,3.39,2526,51.0,80
Costa del Sol,Andalucía,coastal,2023,4,2023-04,shoulder,20445,42.8,36.8,141.48,3.69,1947,60.9,80
Costa del Sol,Andalucía,coastal,2023,5,2023-05,shoulder,17097,42.3,36.2,161.63,4.12,2260,78.4,80
Costa del Sol,Andalucía,coastal,2023,6,2023-06,high,26397,64.8,61.0,250.3,3.04,2148,60.0,80
Costa del Sol,Andalucía,coastal,2023,7,2023-07,peak,36562,75.6,72.0,162.42,3.7,5094,48.8,80
Costa del Sol,Andalucía,coastal,2023,8,2023-08,peak,33385,70.0,67.9,187.0,3.96,5817,59.1,80
Costa del Sol,Andalucía,coastal,2023,9,2023-09,high,25816,67.0,57.5,280.41,3.76,4464,50.0,80
Costa del Sol,Andalucía,coastal,2023,10,2023-10,shoulder,18926,39.0,36.7,171.64,3.24,3383,72.3,80
Costa del Sol,Andalucía,coastal,2023,11,2023-11,low,4888,11.6,12.1,175.6,4.51,623,59.9,80
Costa del Sol,Andalucía,coastal,2023,12,2023-12,low,5109,10.5,10.9,176.77,4.03,883,59.6,80
Costa del Sol,Andalucía,coastal,2024,1,2024-01,low,5109,12.8,11.9,53.48,3.21,551,52.3,80
Costa del Sol,Andalucía,coastal,2024,2,2024-02,low,5687,10.8,10.0,181.44,4.06,472,52.4,80
Costa del Sol,Andalucía,coastal,2024,3,2024-03,shoulder,17283,44.8,44.5,207.18,3.92,1996,48.8,80
Costa del Sol,Andalucía,coastal,2024,4,2024-04,shoulder,18092,46.8,43.0,180.9,4.06,1834,67.2,80
Costa del Sol,Andalucía,coastal,2024,5,2024-05,shoulder,18691,38.8,39.2,178.61,4.94,2891,52.1,80
Costa del Sol,Andalucía,coastal,2024,6,2024-06,high,27918,65.8,58.0,257.24,3.36,5005,62.6,80
Costa del Sol,Andalucía,coastal,2024,7,2024-07,peak,34299,71.6,64.6,201.09,4.19,2792,53.9,80
Costa del Sol,Andalucía,coastal,2024,8,2024-08,peak,30828,72.8,64.7,149.05,3.7,2567,57.6,80
Costa del Sol,Andalucía,coastal,2024,9,2024-09,high,26472,59.8,53.3,194.32,3.43,2355,59.9,80
Costa del Sol,Andalucía,coastal,2024,10,2024-10,shoulder,20919,47.6,47.8,146.43,3.76,2786,60.3,80
Costa del Sol,Andalucía,coastal,2024,11,2024-11,low,5525,12.9,11.7,213.05,4.13,865,48.3,80
Costa del Sol,Andalucía,coastal,2024,12,2024-12,low,4607,13.2,11.3,142.44,3.9,411,54.6,80
Costa del Sol,Andalucía,coastal,2025,1,2025-01,low,5470,12.0,11.2,186.04,3.38,491,64.0,80
Costa del Sol,Andalucía,coastal,2025,2,2025-02,low,5040,11.0,10.0,179.03,4.0,617,60.6,80
Costa del Sol,Andalucía,coastal,2025,3,2025-03,shoulder,18382,41.0,39.0,179.27,3.82,2238,60.3,80
Costa del Sol,Andalucía,coastal,2025,4,2025-04,shoulder,18050,43.6,45.5,180.7,3.97,2931,53.5,80
Costa del Sol,Andalucía,coastal,2025,5,2025-05,shoulder,20815,46.6,47.3,215.96,3.66,2761,73.1,80
Costa del Sol,Andalucía,coastal,2025,6,2025-06,high,25676,69.3,59.7,142.18,4.88,3501,46.7,80
Costa del Sol,Andalucía,coastal,2025,7,2025-07,peak,36607,69.4,60.6,210.55,3.85,3875,45.1,80
Costa del Sol,Andalucía,coastal,2025,8,2025-08,peak,37251,71.7,67.3,208.0,3.93,5169,51.7,80
Costa del Sol,Andalucía,coastal,2025,9,2025-09,high,24636,70.4,72.8,205.93,4.03,4120,73.0,80
Costa del Sol,Andalucía,coastal,2025,10,2025-10,shoulder,16981,47.6,44.8,135.99,3.5,1892,54.4,80
Costa del Sol,Andalucía,coastal,2025,11,2025-11,low,4724,12.9,11.1,200.0,3.82,711,53.5,80
Costa del Sol,Andalucía,coastal,2025,12,2025-12,low,4906,12.2,12.5,94.07,3.06,858,56.5,80
Costa del Sol,Andalucía,coastal,2026,1,2026-01,low,4883,11.3,10.4,132.21,4.02,535,58.4,80
Costa del Sol,Andalucía,coastal,2026,2,2026-02,low,4964,10.8,10.0,165.94,3.73,708,51.5,80
Costa del Sol,Andalucía,coastal,2026,3,2026-03,shoulder,19936,41.6,42.9,162.21,4.04,3521,63.3,80
Costa del Sol,Andalucía,coastal,2026,4,2026-04,shoulder,16733,42.1,36.6,236.94,4.12,2989,47.6,80
Granada,Andalucía,cultural,2023,1,2023-01,low,3743,21.7,21.1,177.83,3.54,624,59.0,74
Granada,Andalucía,cultural,2023,2,2023-02,low,3820,23.7,24.2,200.42,3.89,518,61.3,74
Granada,Andalucía,cultural,2023,3,2023-03,shoulder,6348,36.5,31.7,130.64,3.29,954,57.5,74
Granada,Andalucía,cultural,2023,4,2023-04,shoulder,6882,36.6,35.6,136.1,3.68,1219,69.3,74
Granada,Andalucía,cultural,2023,5,2023-05,shoulder,6160,35.0,34.9,170.98,3.17,519,45.6,74
Granada,Andalucía,cultural,2023,6,2023-06,high,9993,57.3,54.7,118.62,2.85,1235,61.0,74
Granada,Andalucía,cultural,2023,7,2023-07,peak,12045,79.5,70.5,179.94,2.85,1058,63.7,74
Granada,Andalucía,cultural,2023,8,2023-08,peak,11167,66.1,56.6,152.37,3.71,1447,44.9,74
Granada,Andalucía,cultural,2023,9,2023-09,high,9195,51.5,45.8,114.17,3.85,1642,51.4,74
Granada,Andalucía,cultural,2023,10,2023-10,shoulder,6469,40.5,37.9,186.38,3.81,1052,62.4,74
Granada,Andalucía,cultural,2023,11,2023-11,low,3842,20.9,18.1,194.27,4.19,333,72.4,74
Granada,Andalucía,cultural,2023,12,2023-12,low,3350,22.9,19.9,138.7,4.17,556,54.3,74
Granada,Andalucía,cultural,2024,1,2024-01,low,3154,23.6,23.8,190.68,2.69,425,81.2,74
Granada,Andalucía,cultural,2024,2,2024-02,low,3530,24.4,23.0,186.49,3.9,575,58.7,74
Granada,Andalucía,cultural,2024,3,2024-03,shoulder,6729,41.6,39.7,277.28,3.68,819,63.0,74
Granada,Andalucía,cultural,2024,4,2024-04,shoulder,6203,37.7,38.6,197.52,3.8,722,75.6,74
Granada,Andalucía,cultural,2024,5,2024-05,shoulder,5903,41.7,35.5,185.63,3.44,612,52.1,74
Granada,Andalucía,cultural,2024,6,2024-06,high,10006,64.9,62.9,212.71,4.13,1548,55.7,74
Granada,Andalucía,cultural,2024,7,2024-07,peak,11370,63.1,56.0,165.33,4.12,2036,76.0,74
Granada,Andalucía,cultural,2024,8,2024-08,peak,11924,73.9,74.8,182.7,4.05,1851,31.8,74
Granada,Andalucía,cultural,2024,9,2024-09,high,9540,54.7,57.2,246.43,4.28,1652,53.8,74
Granada,Andalucía,cultural,2024,10,2024-10,shoulder,6530,39.6,34.2,155.52,4.39,676,67.5,74
Granada,Andalucía,cultural,2024,11,2024-11,low,3211,20.0,19.9,157.05,3.75,288,64.1,74
Granada,Andalucía,cultural,2024,12,2024-12,low,3692,22.4,21.6,210.22,3.77,601,51.8,74
Granada,Andalucía,cultural,2025,1,2025-01,low,3697,24.2,24.2,225.68,3.16,541,34.5,74
Granada,Andalucía,cultural,2025,2,2025-02,low,3242,20.0,17.2,119.67,3.92,415,55.8,74
Granada,Andalucía,cultural,2025,3,2025-03,shoulder,6601,40.5,40.9,186.58,3.62,1003,47.6,74
Granada,Andalucía,cultural,2025,4,2025-04,shoulder,5852,37.4,32.4,148.65,3.66,979,76.9,74
Granada,Andalucía,cultural,2025,5,2025-05,shoulder,6040,42.1,38.6,138.93,4.24,841,65.4,74
Granada,Andalucía,cultural,2025,6,2025-06,high,10237,61.0,53.6,153.29,3.69,1195,71.6,74
Granada,Andalucía,cultural,2025,7,2025-07,peak,11410,80.4,73.7,102.84,3.79,1180,45.8,74
Granada,Andalucía,cultural,2025,8,2025-08,peak,11438,77.2,80.4,95.7,3.42,1041,61.3,74
Granada,Andalucía,cultural,2025,9,2025-09,high,8399,64.0,57.1,128.41,3.83,1110,67.8,74
Granada,Andalucía,cultural,2025,10,2025-10,shoulder,6470,34.9,31.6,211.56,3.62,1132,53.2,74
Granada,Andalucía,cultural,2025,11,2025-11,low,3903,24.1,22.5,219.77,3.64,562,35.9,74
Granada,Andalucía,cultural,2025,12,2025-12,low,3188,20.2,19.3,118.32,3.27,301,48.7,74
Granada,Andalucía,cultural,2026,1,2026-01,low,3245,22.0,19.4,152.12,4.06,462,61.9,74
Granada,Andalucía,cultural,2026,2,2026-02,low,3871,23.5,23.2,183.36,3.81,549,54.6,74
Granada,Andalucía,cultural,2026,3,2026-03,shoulder,7183,40.6,38.6,168.87,3.89,845,59.3,74
Granada,Andalucía,cultural,2026,4,2026-04,shoulder,6374,38.1,34.8,140.94,3.8,1128,48.9,74
San Sebastián,País Vasco,urban,2023,1,2023-01,low,3931,20.2,19.9,146.26,3.75,687,64.6,69
San Sebastián,País Vasco,urban,2023,2,2023-02,low,3668,20.0,20.0,213.56,3.99,520,62.3,69
San Sebastián,País Vasco,urban,2023,3,2023-03,shoulder,7310,36.0,37.8,181.31,3.56,657,59.5,69
San Sebastián,País Vasco,urban,2023,4,2023-04,shoulder,7231,39.4,39.0,92.9,4.37,972,79.4,69
San Sebastián,País Vasco,urban,2023,5,2023-05,shoulder,6486,41.0,36.5,258.22,3.71,1061,57.2,69
San Sebastián,País Vasco,urban,2023,6,2023-06,high,10238,51.5,51.7,196.26,3.58,1280,59.7,69
San Sebastián,País Vasco,urban,2023,7,2023-07,peak,13443,60.8,56.6,97.0,3.45,2303,65.6,69
San Sebastián,País Vasco,urban,2023,8,2023-08,peak,14371,65.7,56.3,169.3,3.67,1806,54.3,69
San Sebastián,País Vasco,urban,2023,9,2023-09,high,10659,50.1,50.8,166.43,4.0,1227,33.0,69
San Sebastián,País Vasco,urban,2023,10,2023-10,shoulder,7600,34.8,35.3,237.21,2.96,758,62.3,69
San Sebastián,País Vasco,urban,2023,11,2023-11,low,4243,22.6,21.1,128.21,4.47,734,63.3,69
San Sebastián,País Vasco,urban,2023,12,2023-12,low,3743,19.1,19.6,238.97,4.71,330,57.1,69
San Sebastián,País Vasco,urban,2024,1,2024-01,low,3910,19.8,17.6,234.34,3.41,394,69.6,69
San Sebastián,País Vasco,urban,2024,2,2024-02,low,4133,20.6,20.5,175.19,3.98,450,61.7,69
San Sebastián,País Vasco,urban,2024,3,2024-03,shoulder,7414,40.3,40.2,204.1,4.66,904,48.1,69
San Sebastián,País Vasco,urban,2024,4,2024-04,shoulder,7863,36.0,36.7,146.45,3.03,712,56.9,69
San Sebastián,País Vasco,urban,2024,5,2024-05,shoulder,6951,34.6,29.9,162.38,3.44,1116,42.0,69
San Sebastián,País Vasco,urban,2024,6,2024-06,high,10293,55.4,53.5,86.23,3.56,1233,57.9,69
San Sebastián,País Vasco,urban,2024,7,2024-07,peak,12882,72.8,74.3,140.06,4.46,1470,60.5,69
San Sebastián,País Vasco,urban,2024,8,2024-08,peak,13226,63.6,57.3,133.93,4.34,1373,59.1,69
San Sebastián,País Vasco,urban,2024,9,2024-09,high,11492,52.2,44.7,226.77,3.8,2053,55.4,69
San Sebastián,País Vasco,urban,2024,10,2024-10,shoulder,7767,38.8,38.5,126.93,4.04,922,75.4,69
San Sebastián,País Vasco,urban,2024,11,2024-11,low,4257,18.8,16.9,281.14,3.59,614,35.2,69
San Sebastián,País Vasco,urban,2024,12,2024-12,low,4227,18.8,18.0,183.69,3.79,757,55.8,69
San Sebastián,País Vasco,urban,2025,1,2025-01,low,4177,19.4,19.6,105.86,3.52,404,59.4,69
San Sebastián,País Vasco,urban,2025,2,2025-02,low,3791,22.2,20.4,203.09,3.79,416,52.4,69
San Sebastián,País Vasco,urban,2025,3,2025-03,shoulder,7064,34.0,29.5,194.72,3.95,1064,63.4,69
San Sebastián,País Vasco,urban,2025,4,2025-04,shoulder,6576,39.5,35.1,103.26,4.2,1040,36.9,69
San Sebastián,País Vasco,urban,2025,5,2025-05,shoulder,6333,34.4,35.3,124.06,3.04,1036,53.6,69
San Sebastián,País Vasco,urban,2025,6,2025-06,high,11295,56.6,58.5,189.43,4.0,1496,68.3,69
San Sebastián,País Vasco,urban,2025,7,2025-07,peak,12395,59.9,61.0,163.31,4.27,1543,23.7,69
San Sebastián,País Vasco,urban,2025,8,2025-08,peak,11916,72.4,66.7,167.96,3.78,1011,56.3,69
San Sebastián,País Vasco,urban,2025,9,2025-09,high,10410,50.5,49.4,121.58,3.86,954,73.5,69
San Sebastián,País Vasco,urban,2025,10,2025-10,shoulder,6647,38.8,36.0,129.89,3.57,890,80.1,69
San Sebastián,País Vasco,urban,2025,11,2025-11,low,3493,21.4,20.9,150.19,3.28,575,53.2,69
San Sebastián,País Vasco,urban,2025,12,2025-12,low,4058,21.6,20.9,132.27,4.78,524,48.0,69
San Sebastián,País Vasco,urban,2026,1,2026-01,low,3652,19.3,16.6,149.84,4.26,359,67.0,69
San Sebastián,País Vasco,urban,2026,2,2026-02,low,3461,17.7,16.6,220.88,3.15,374,65.7,69
San Sebastián,País Vasco,urban,2026,3,2026-03,shoulder,6769,38.7,38.6,97.23,4.15,1188,68.7,69
San Sebastián,País Vasco,urban,2026,4,2026-04,shoulder,6653,40.0,37.7,209.27,3.07,679,69.6,69
Ronda,Andalucía,rural,2023,1,2023-01,low,4919,12.8,12.9,183.68,3.63,576,63.6,42
Ronda,Andalucía,rural,2023,2,2023-02,low,4685,11.5,10.0,205.5,3.54,650,59.1,42
Ronda,Andalucía,rural,2023,3,2023-03,shoulder,8461,21.8,21.9,223.2,3.57,1366,48.6,42
Ronda,Andalucía,rural,2023,4,2023-04,shoulder,9056,22.1,20.2,148.87,4.07,1099,50.3,42
Ronda,Andalucía,rural,2023,5,2023-05,shoulder,8541,20.4,17.4,123.29,4.15,1158,78.7,42
Ronda,Andalucía,rural,2023,6,2023-06,high,12554,28.7,26.7,144.3,3.25,1276,51.6,42
Ronda,Andalucía,rural,2023,7,2023-07,peak,13955,37.4,35.9,192.11,3.22,1883,39.5,42
Ronda,Andalucía,rural,2023,8,2023-08,peak,14043,45.6,47.7,154.92,3.39,1301,81.1,42
Ronda,Andalucía,rural,2023,9,2023-09,high,13018,36.8,35.9,201.42,3.43,2310,63.9,42
Ronda,Andalucía,rural,2023,10,2023-10,shoulder,8476,25.0,24.5,163.12,3.89,1523,71.2,42
Ronda,Andalucía,rural,2023,11,2023-11,low,4251,13.6,13.0,135.6,3.53,639,67.4,42
Ronda,Andalucía,rural,2023,12,2023-12,low,4706,11.2,11.1,170.31,4.37,778,76.9,42
Ronda,Andalucía,rural,2024,1,2024-01,low,4193,11.2,11.1,97.05,3.66,360,48.6,42
Ronda,Andalucía,rural,2024,2,2024-02,low,4602,12.9,13.2,225.33,3.3,463,64.9,42
Ronda,Andalucía,rural,2024,3,2024-03,shoulder,8660,21.5,22.5,164.9,3.37,904,42.1,42
Ronda,Andalucía,rural,2024,4,2024-04,shoulder,9378,20.6,20.8,198.14,3.96,1142,71.7,42
Ronda,Andalucía,rural,2024,5,2024-05,shoulder,9505,20.5,19.6,142.9,4.0,901,48.2,42
Ronda,Andalucía,rural,2024,6,2024-06,high,11639,28.7,27.8,108.1,3.53,2059,58.9,42
Ronda,Andalucía,rural,2024,7,2024-07,peak,16017,39.1,36.9,203.59,3.58,2200,53.1,42
Ronda,Andalucía,rural,2024,8,2024-08,peak,14439,45.5,45.1,183.16,3.81,2338,80.7,42
Ronda,Andalucía,rural,2024,9,2024-09,high,13824,33.7,29.1,227.32,3.94,1243,45.8,42
Ronda,Andalucía,rural,2024,10,2024-10,shoulder,7800,22.8,23.1,132.32,3.89,1100,68.8,42
Ronda,Andalucía,rural,2024,11,2024-11,low,4812,12.5,13.1,127.97,3.26,700,72.1,42
Ronda,Andalucía,rural,2024,12,2024-12,low,5132,12.6,12.6,220.72,2.7,793,49.0,42
Ronda,Andalucía,rural,2025,1,2025-01,low,4311,11.0,11.0,154.24,3.81,471,77.2,42
Ronda,Andalucía,rural,2025,2,2025-02,low,4503,12.9,11.6,192.19,4.27,401,54.1,42
Ronda,Andalucía,rural,2025,3,2025-03,shoulder,9226,22.4,20.2,164.76,3.39,1027,81.4,42
Ronda,Andalucía,rural,2025,4,2025-04,shoulder,8934,21.8,19.5,161.1,3.92,772,74.9,42
Ronda,Andalucía,rural,2025,5,2025-05,shoulder,9151,23.2,21.5,157.61,3.79,900,51.0,42
Ronda,Andalucía,rural,2025,6,2025-06,high,13489,32.3,29.1,133.79,3.49,1945,56.9,42
Ronda,Andalucía,rural,2025,7,2025-07,peak,14322,42.5,37.4,140.76,3.9,2025,77.0,42
Ronda,Andalucía,rural,2025,8,2025-08,peak,14978,42.0,38.8,157.37,4.06,1564,52.2,42
Ronda,Andalucía,rural,2025,9,2025-09,high,12408,30.1,31.4,145.6,4.73,1549,66.3,42
Ronda,Andalucía,rural,2025,10,2025-10,shoulder,9187,24.7,24.0,75.44,3.69,1045,54.8,42
Ronda,Andalucía,rural,2025,11,2025-11,low,4438,11.1,10.1,164.97,3.66,701,51.2,42
Ronda,Andalucía,rural,2025,12,2025-12,low,4703,12.4,12.7,137.16,3.95,787,43.3,42
Ronda,Andalucía,rural,2026,1,2026-01,low,4716,10.9,11.3,160.46,3.5,561,41.7,42
Ronda,Andalucía,rural,2026,2,2026-02,low,5280,13.1,12.8,107.28,3.76,779,71.1,42
Ronda,Andalucía,rural,2026,3,2026-03,shoulder,9635,21.4,20.1,156.81,3.76,1456,56.6,42
Ronda,Andalucía,rural,2026,4,2026-04,shoulder,8007,23.5,21.6,180.66,3.88,859,68.7,42
Extremadura,Extremadura,rural,2023,1,2023-01,low,2950,7.5,10.0,150.81,3.99,395,44.3,28
Extremadura,Extremadura,rural,2023,2,2023-02,low,3270,7.3,10.0,162.14,4.03,497,60.0,28
Extremadura,Extremadura,rural,2023,3,2023-03,shoulder,5307,14.3,14.5,119.11,3.71,953,60.5,28
Extremadura,Extremadura,rural,2023,4,2023-04,shoulder,5747,16.4,15.1,82.86,3.98,460,70.6,28
Extremadura,Extremadura,rural,2023,5,2023-05,shoulder,5248,13.4,14.0,184.38,4.14,900,47.1,28
Extremadura,Extremadura,rural,2023,6,2023-06,high,8365,22.4,19.4,121.63,4.43,749,44.4,28
Extremadura,Extremadura,rural,2023,7,2023-07,peak,10354,28.8,29.4,132.42,4.08,1530,70.6,28
Extremadura,Extremadura,rural,2023,8,2023-08,peak,9961,30.4,26.2,120.44,4.5,1286,72.6,28
Extremadura,Extremadura,rural,2023,9,2023-09,high,8650,19.8,19.1,147.62,4.18,860,43.0,28
Extremadura,Extremadura,rural,2023,10,2023-10,shoulder,5322,15.2,15.3,176.86,3.92,507,63.0,28
Extremadura,Extremadura,rural,2023,11,2023-11,low,3090,9.1,10.0,128.24,4.42,248,44.5,28
Extremadura,Extremadura,rural,2023,12,2023-12,low,3127,8.8,10.0,278.81,4.0,295,61.1,28
Extremadura,Extremadura,rural,2024,1,2024-01,low,2821,8.8,10.0,163.78,4.2,421,47.1,28
Extremadura,Extremadura,rural,2024,2,2024-02,low,3089,8.2,10.0,143.07,4.09,281,49.6,28
Extremadura,Extremadura,rural,2024,3,2024-03,shoulder,6065,14.2,13.7,167.95,3.87,680,50.6,28
Extremadura,Extremadura,rural,2024,4,2024-04,shoulder,4963,15.2,14.4,155.55,4.32,795,36.9,28
Extremadura,Extremadura,rural,2024,5,2024-05,shoulder,5168,15.0,13.7,92.22,4.27,828,64.8,28
Extremadura,Extremadura,rural,2024,6,2024-06,high,7152,22.9,20.5,97.82,4.12,913,48.1,28
Extremadura,Extremadura,rural,2024,7,2024-07,peak,11021,24.8,24.6,145.42,3.96,1537,53.0,28
Extremadura,Extremadura,rural,2024,8,2024-08,peak,9904,27.5,23.6,139.81,4.36,896,61.8,28
Extremadura,Extremadura,rural,2024,9,2024-09,high,7364,22.6,21.2,111.7,3.77,899,63.6,28
Extremadura,Extremadura,rural,2024,10,2024-10,shoulder,5572,15.0,14.2,157.44,4.16,984,35.9,28
Extremadura,Extremadura,rural,2024,11,2024-11,low,3300,7.8,10.0,100.46,3.99,593,40.6,28
Extremadura,Extremadura,rural,2024,12,2024-12,low,3054,7.3,10.0,176.41,4.33,530,66.9,28
Extremadura,Extremadura,rural,2025,1,2025-01,low,3153,7.4,10.0,164.57,3.89,350,62.0,28
Extremadura,Extremadura,rural,2025,2,2025-02,low,3057,8.9,10.0,152.09,4.01,504,69.6,28
Extremadura,Extremadura,rural,2025,3,2025-03,shoulder,4847,14.0,14.4,140.03,4.18,558,44.9,28
Extremadura,Extremadura,rural,2025,4,2025-04,shoulder,5259,16.3,16.0,152.32,4.37,475,48.2,28
Extremadura,Extremadura,rural,2025,5,2025-05,shoulder,5828,14.6,13.4,107.3,3.91,533,32.7,28
Extremadura,Extremadura,rural,2025,6,2025-06,high,8070,21.7,20.0,207.66,3.76,1183,70.1,28
Extremadura,Extremadura,rural,2025,7,2025-07,peak,9501,26.1,24.5,165.35,3.95,1375,64.6,28
Extremadura,Extremadura,rural,2025,8,2025-08,peak,10791,24.9,25.8,160.17,4.33,1321,82.7,28
Extremadura,Extremadura,rural,2025,9,2025-09,high,7548,23.9,23.6,182.93,3.97,1024,52.7,28
Extremadura,Extremadura,rural,2025,10,2025-10,shoulder,5389,14.1,12.1,189.48,4.38,807,50.0,28
Extremadura,Extremadura,rural,2025,11,2025-11,low,2678,7.4,10.0,186.01,4.25,387,61.4,28
Extremadura,Extremadura,rural,2025,12,2025-12,low,3253,8.8,10.0,152.5,4.11,342,53.2,28
Extremadura,Extremadura,rural,2026,1,2026-01,low,2991,7.3,10.0,86.87,4.52,308,67.2,28
Extremadura,Extremadura,rural,2026,2,2026-02,low,3241,7.9,10.0,161.24,4.12,389,47.0,28
Extremadura,Extremadura,rural,2026,3,2026-03,shoulder,6026,16.3,14.6,42.55,3.97,818,73.1,28
Extremadura,Extremadura,rural,2026,4,2026-04,shoulder,5244,14.3,12.7,162.81,3.78,732,63.8,28
Picos de Europa,Asturias/Cantabria,rural,2023,1,2023-01,low,1821,10.7,10.6,92.4,4.1,205,51.0,35
Picos de Europa,Asturias/Cantabria,rural,2023,2,2023-02,low,1683,11.5,10.0,145.23,4.57,292,61.9,35
Picos de Europa,Asturias/Cantabria,rural,2023,3,2023-03,shoulder,3716,16.4,16.0,135.89,3.83,576,51.9,35
Picos de Europa,Asturias/Cantabria,rural,2023,4,2023-04,shoulder,3864,18.5,17.7,182.15,3.64,522,54.9,35
Picos de Europa,Asturias/Cantabria,rural,2023,5,2023-05,shoulder,3816,20.8,21.2,201.08,4.28,474,43.0,35
Picos de Europa,Asturias/Cantabria,rural,2023,6,2023-06,high,5357,28.5,29.1,155.22,4.13,540,33.7,35
Picos de Europa,Asturias/Cantabria,rural,2023,7,2023-07,peak,6797,36.0,33.6,196.57,4.1,810,72.7,35
Picos de Europa,Asturias/Cantabria,rural,2023,8,2023-08,peak,6537,36.0,35.5,172.67,4.57,847,64.3,35
Picos de Europa,Asturias/Cantabria,rural,2023,9,2023-09,high,5305,30.7,29.9,161.41,3.94,911,64.3,35
Picos de Europa,Asturias/Cantabria,rural,2023,10,2023-10,shoulder,3696,18.9,17.9,158.86,4.38,336,53.5,35
