destination,region,date,platform,sentiment,score,aspect,language,reviewer_type,year,month,period
Mallorca,Islas Baleares,2024-12-24,TripAdvisor,Neutro,3.4,Gastronomía,es,Familia,2024,12,2024-12
Mallorca,Islas Baleares,2024-12-24,TripAdvisor,Neutro,3.4,Precio,en,Familia,2024,12,2024-12
Costa Brava,Cataluña,2024-12-25,TripAdvisor,Negativo,1.3,Limpieza,en,Familia,2024,12,2024-12
Sevilla,Andalucía,2024-12-25,TripAdvisor,Positivo,3.6,Precio,it,Pareja,2024,12,2024-12
San Sebastián,País Vasco,2024-12-25,Airbnb,Neutro,2.7,Alojamiento,en,Solo,2024,12,2024-12
Costa del Sol,Andalucía,2024-12-26,Airbnb,Negativo,1.0,Transporte,en,Familia,2024,12,2024-12
Teruel,Aragón,2024-12-26,Booking.com,Positivo,4.7,Alojamiento,de,Negocios,2024,12,2024-12
Tenerife,Islas Canarias,2024-12-26,Airbnb,Neutro,3.3,Gastronomía,fr,Familia,2024,12,2024-12
Picos de Europa,Asturias/Cantabria,2024-12-26,Google Reviews,Positivo,4.0,Atractivos,es,Familia,2024,12,2024-12
Ronda,Andalucía,2024-12-26,Google Reviews,Neutro,3.2,Transporte,es,Familia,2024,12,2024-12
Ronda,Andalucía,2024-12-26,Booking.com,Positivo,3.9,Atractivos,es,Pareja,2024,12,2024-12
Tenerife,Islas Canarias,2024-12-27,Google Reviews,Negativo,1.7,Alojamiento,it,Pareja,2024,12,2024-12
Barcelona,Cataluña,2024-12-27,TripAdvisor,Negativo,1.3,Atractivos,fr,Amigos,2024,12,2024-12
Granada,Andalucía,2024-12-27,Airbnb,Positivo,4.9,Atractivos,es,Amigos,2024,12,2024-12
Costa Brava,Cataluña,2024-12-27,Airbnb,Negativo,1.1,Atractivos,en,Amigos,2024,12,2024-12
Costa Brava,Cataluña,2024-12-28,Booking.com,Negativo,1.0,Gastronomía,es,Pareja,2024,12,2024-12
Costa del Sol,Andalucía,2024-12-28,Google Reviews,Neutro,3.3,Masificación,de,Amigos,2024,12,2024-12
Mallorca,Islas Baleares,2024-12-29,Google Reviews,Neutro,2.8,Masificación,es,Pareja,2024,12,2024-12
Barcelona,Cataluña,2024-12-29,Google Reviews,Negativo,2.1,Limpieza,en,Amigos,2024,12,2024-12
Barcelona,Cataluña,2024-12-29,Google Reviews,Negativo,1.1,Precio,fr,Pareja,2024,12,2024-12
Costa del Sol,Andalucía,2024-12-29,TripAdvisor,Negativo,1.4,Gastronomía,es,Pareja,2024,12,2024-12
Extremadura,Extremadura,2024-12-29,Airbnb,Positivo,4.5,Precio,en,Familia,2024,12,2024-12
Costa Brava,Cataluña,2024-12-30,TripAdvisor,Neutro,2.9,Gastronomía,es,Negocios,2024,12,2024-12
Costa del Sol,Andalucía,2024-12-30,Airbnb,Neutro,2.7,Alojamiento,en,Amigos,2024,12,2024-12
San Sebastián,País Vasco,2024-12-30,Airbnb,Positivo,4.4,Alojamiento,it,Familia,2024,12,2024-12
Granada,Andalucía,2024-12-31,Booking.com,Positivo,3.8,Precio,es,Familia,2024,12,2024-12
Sevilla,Andalucía,2024-12-31,TripAdvisor,Negativo,2.3,Transporte,de,Amigos,2024,12,2024-12
San Sebastián,País Vasco,2024-12-31,TripAdvisor,Neutro,2.7,Gastronomía,en,Pareja,2024,12,2024-12
Ronda,Andalucía,2024-12-31,Booking.com,Negativo,2.0,Alojamiento,fr,Familia,2024,12,2024-12
Tenerife,Islas Canarias,2024-12-31,Booking.com,Negativo,1.7,Transporte,en,Amigos,2024,12,2024-12
Granada,Andalucía,2025-01-01,Airbnb,Neutro,2.6,Alojamiento,de,Pareja,2025,1,2025-01
Sevilla,Andalucía,2025-01-01,Airbnb,Negativo,2.3,Gastronomía,de,Pareja,2025,1,2025-01
Ronda,Andalucía,2025-01-01,Airbnb,Neutro,2.6,Alojamiento,en,Familia,2025,1,2025-01
Extremadura,Extremadura,2025-01-01,Google Reviews,Neutro,3.0,Gastronomía,en,Pareja,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-02,Airbnb,Negativo,2.5,Transporte,es,Amigos,2025,1,2025-01
Mallorca,Islas Baleares,2025-01-02,Booking.com,Negativo,1.7,Atractivos,en,Familia,2025,1,2025-01
Extremadura,Extremadura,2025-01-03,TripAdvisor,Positivo,3.7,Precio,it,Pareja,2025,1,2025-01
Mallorca,Islas Baleares,2025-01-03,Google Reviews,Negativo,1.1,Masificación,es,Amigos,2025,1,2025-01
Costa del Sol,Andalucía,2025-01-04,Google Reviews,Negativo,2.3,Precio,fr,Pareja,2025,1,2025-01
Ronda,Andalucía,2025-01-05,TripAdvisor,Positivo,5.0,Precio,es,Solo,2025,1,2025-01
Madrid,Madrid,2025-01-05,TripAdvisor,Negativo,2.2,Limpieza,es,Familia,2025,1,2025-01
Costa del Sol,Andalucía,2025-01-06,Airbnb,Positivo,4.4,Alojamiento,en,Amigos,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-07,TripAdvisor,Positivo,4.8,Transporte,de,Solo,2025,1,2025-01
Granada,Andalucía,2025-01-08,TripAdvisor,Positivo,4.2,Atractivos,es,Familia,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-08,Google Reviews,Negativo,1.9,Alojamiento,it,Pareja,2025,1,2025-01
Barcelona,Cataluña,2025-01-08,Booking.com,Negativo,2.2,Alojamiento,es,Amigos,2025,1,2025-01
Costa del Sol,Andalucía,2025-01-09,Airbnb,Negativo,1.1,Gastronomía,de,Pareja,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-09,Booking.com,Positivo,3.7,Precio,es,Pareja,2025,1,2025-01
Mallorca,Islas Baleares,2025-01-10,Booking.com,Negativo,1.1,Limpieza,es,Amigos,2025,1,2025-01
Madrid,Madrid,2025-01-10,Booking.com,Negativo,1.7,Limpieza,es,Solo,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-11,TripAdvisor,Neutro,3.3,Limpieza,it,Negocios,2025,1,2025-01
San Sebastián,País Vasco,2025-01-11,TripAdvisor,Positivo,5.0,Atractivos,es,Negocios,2025,1,2025-01
Barcelona,Cataluña,2025-01-11,Booking.com,Positivo,4.0,Atractivos,en,Pareja,2025,1,2025-01
Madrid,Madrid,2025-01-11,Booking.com,Neutro,3.2,Alojamiento,es,Familia,2025,1,2025-01
Teruel,Aragón,2025-01-11,Google Reviews,Positivo,3.7,Limpieza,es,Familia,2025,1,2025-01
Costa del Sol,Andalucía,2025-01-11,Booking.com,Negativo,1.6,Transporte,en,Negocios,2025,1,2025-01
Granada,Andalucía,2025-01-11,Booking.com,Negativo,1.1,Limpieza,es,Solo,2025,1,2025-01
Tenerife,Islas Canarias,2025-01-11,Google Reviews,Neutro,3.2,Transporte,en,Pareja,2025,1,2025-01
Picos de Europa,Asturias/Cantabria,2025-01-11,TripAdvisor,Positivo,4.7,Transporte,fr,Pareja,2025,1,2025-01
Mallorca,Islas Baleares,2025-01-11,Google Reviews,Negativo,2.3,Transporte,fr,Pareja,2025,1,2025-01
Madrid,Madrid,2025-01-11,Booking.com,Positivo,4.6,Alojamiento,fr,Pareja,2025,1,2025-01
Extremadura,Extremadura,2025-01-12,TripAdvisor,Positivo,4.7,Alojamiento,de,Pareja,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-12,Google Reviews,Negativo,1.2,Limpieza,en,Amigos,2025,1,2025-01
Barcelona,Cataluña,2025-01-12,Airbnb,Negativo,2.0,Atractivos,en,Amigos,2025,1,2025-01
Mallorca,Islas Baleares,2025-01-12,TripAdvisor,Negativo,2.2,Transporte,fr,Pareja,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-13,TripAdvisor,Positivo,4.0,Limpieza,it,Negocios,2025,1,2025-01
Madrid,Madrid,2025-01-13,Airbnb,Neutro,2.5,Limpieza,fr,Familia,2025,1,2025-01
Extremadura,Extremadura,2025-01-13,TripAdvisor,Positivo,3.8,Limpieza,fr,Pareja,2025,1,2025-01
Mallorca,Islas Baleares,2025-01-13,TripAdvisor,Negativo,2.1,Transporte,fr,Amigos,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-13,Airbnb,Negativo,2.4,Alojamiento,en,Familia,2025,1,2025-01
Madrid,Madrid,2025-01-13,Google Reviews,Negativo,2.1,Transporte,es,Pareja,2025,1,2025-01
Tenerife,Islas Canarias,2025-01-14,Airbnb,Negativo,1.4,Masificación,de,Familia,2025,1,2025-01
Teruel,Aragón,2025-01-15,Booking.com,Negativo,2.3,Alojamiento,it,Pareja,2025,1,2025-01
Costa del Sol,Andalucía,2025-01-15,Booking.com,Negativo,1.8,Masificación,it,Pareja,2025,1,2025-01
Extremadura,Extremadura,2025-01-15,Airbnb,Neutro,3.1,Gastronomía,fr,Pareja,2025,1,2025-01
Ronda,Andalucía,2025-01-16,TripAdvisor,Positivo,4.2,Transporte,de,Amigos,2025,1,2025-01
San Sebastián,País Vasco,2025-01-17,TripAdvisor,Positivo,4.5,Gastronomía,fr,Amigos,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-17,Airbnb,Positivo,3.8,Precio,en,Pareja,2025,1,2025-01
Granada,Andalucía,2025-01-17,TripAdvisor,Negativo,2.5,Transporte,es,Familia,2025,1,2025-01
Mallorca,Islas Baleares,2025-01-17,TripAdvisor,Positivo,4.6,Transporte,es,Amigos,2025,1,2025-01
San Sebastián,País Vasco,2025-01-17,Google Reviews,Negativo,2.3,Transporte,en,Familia,2025,1,2025-01
Teruel,Aragón,2025-01-18,Google Reviews,Positivo,4.6,Precio,fr,Pareja,2025,1,2025-01
Barcelona,Cataluña,2025-01-19,Airbnb,Neutro,3.3,Precio,it,Familia,2025,1,2025-01
San Sebastián,País Vasco,2025-01-19,Google Reviews,Positivo,4.3,Limpieza,fr,Familia,2025,1,2025-01
Picos de Europa,Asturias/Cantabria,2025-01-19,TripAdvisor,Positivo,4.0,Atractivos,de,Solo,2025,1,2025-01
Costa Brava,Cataluña,2025-01-19,Google Reviews,Negativo,1.9,Limpieza,en,Familia,2025,1,2025-01
Teruel,Aragón,2025-01-19,Booking.com,Neutro,2.5,Atractivos,en,Pareja,2025,1,2025-01
Tenerife,Islas Canarias,2025-01-20,Google Reviews,Positivo,4.7,Masificación,de,Amigos,2025,1,2025-01
Ronda,Andalucía,2025-01-20,Google Reviews,Negativo,2.3,Precio,es,Pareja,2025,1,2025-01
Costa Brava,Cataluña,2025-01-20,Airbnb,Negativo,2.2,Atractivos,fr,Pareja,2025,1,2025-01
Teruel,Aragón,2025-01-20,Google Reviews,Negativo,1.1,Limpieza,en,Solo,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-20,Airbnb,Positivo,4.6,Limpieza,fr,Amigos,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-21,Booking.com,Negativo,1.9,Masificación,en,Amigos,2025,1,2025-01
Ronda,Andalucía,2025-01-21,Booking.com,Positivo,4.7,Gastronomía,it,Pareja,2025,1,2025-01
Tenerife,Islas Canarias,2025-01-21,Booking.com,Negativo,1.4,Atractivos,es,Solo,2025,1,2025-01
Granada,Andalucía,2025-01-21,Booking.com,Negativo,2.4,Atractivos,es,Amigos,2025,1,2025-01
Sevilla,Andalucía,2025-01-22,Booking.com,Positivo,3.6,Transporte,en,Pareja,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-22,Booking.com,Neutro,3.0,Masificación,es,Pareja,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-22,Google Reviews,Neutro,3.0,Transporte,es,Pareja,2025,1,2025-01
Picos de Europa,Asturias/Cantabria,2025-01-22,Google Reviews,Neutro,3.3,Limpieza,es,Pareja,2025,1,2025-01
Madrid,Madrid,2025-01-22,Airbnb,Positivo,3.5,Limpieza,en,Pareja,2025,1,2025-01
Picos de Europa,Asturias/Cantabria,2025-01-22,Airbnb,Negativo,1.8,Limpieza,en,Familia,2025,1,2025-01
Sevilla,Andalucía,2025-01-22,Airbnb,Positivo,3.9,Precio,fr,Pareja,2025,1,2025-01
Ronda,Andalucía,2025-01-22,TripAdvisor,Positivo,5.0,Atractivos,fr,Familia,2025,1,2025-01
Ronda,Andalucía,2025-01-23,Airbnb,Positivo,3.7,Masificación,en,Pareja,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-23,Airbnb,Positivo,4.7,Atractivos,es,Pareja,2025,1,2025-01
Mallorca,Islas Baleares,2025-01-24,Google Reviews,Neutro,3.1,Limpieza,es,Familia,2025,1,2025-01
Teruel,Aragón,2025-01-25,Google Reviews,Positivo,3.8,Masificación,en,Familia,2025,1,2025-01
Tenerife,Islas Canarias,2025-01-25,Google Reviews,Positivo,4.3,Limpieza,de,Solo,2025,1,2025-01
Sevilla,Andalucía,2025-01-25,TripAdvisor,Positivo,3.8,Atractivos,es,Pareja,2025,1,2025-01
Tenerife,Islas Canarias,2025-01-26,TripAdvisor,Positivo,4.8,Limpieza,en,Amigos,2025,1,2025-01
Barcelona,Cataluña,2025-01-26,Airbnb,Positivo,4.7,Transporte,es,Pareja,2025,1,2025-01
San Sebastián,País Vasco,2025-01-27,TripAdvisor,Neutro,3.4,Precio,es,Pareja,2025,1,2025-01
Barcelona,Cataluña,2025-01-27,Google Reviews,Negativo,2.5,Limpieza,fr,Pareja,2025,1,2025-01
Picos de Europa,Asturias/Cantabria,2025-01-27,Google Reviews,Positivo,4.0,Transporte,en,Familia,2025,1,2025-01
Teruel,Aragón,2025-01-28,Booking.com,Neutro,2.7,Transporte,fr,Familia,2025,1,2025-01
Costa Brava,Cataluña,2025-01-28,Booking.com,Neutro,3.4,Limpieza,de,Familia,2025,1,2025-01
Mallorca,Islas Baleares,2025-01-29,Google Reviews,Negativo,1.7,Alojamiento,en,Amigos,2025,1,2025-01
Valencia,Comunidad Valenciana,2025-01-29,TripAdvisor,Negativo,1.6,Alojamiento,es,Pareja,2025,1,2025-01
Teruel,Aragón,2025-01-29,Airbnb,Positivo,4.4,Gastronomía,it,Familia,2025,1,2025-01
Granada,Andalucía,2025-01-29,TripAdvisor,Positivo,4.4,Precio,de,Familia,2025,1,2025-01
San Sebastián,País Vasco,2025-01-29,Google Reviews,Positivo,4.1,Limpieza,es,Amigos,2025,1,2025-01
Extremadura,Extremadura,2025-01-30,Airbnb,Positivo,3.8,Limpieza,fr,Solo,2025,1,2025-01
Granada,Andalucía,2025-01-30,Booking.com,Negativo,2.4,Transporte,fr,Familia,2025,1,2025-01
San Sebastián,País Vasco,2025-02-01,TripAdvisor,Neutro,2.6,Alojamiento,fr,Pareja,2025,2,2025-02
Madrid,Madrid,2025-02-01,Airbnb,Positivo,4.4,Gastronomía,es,Familia,2025,2,2025-02
Costa del Sol,Andalucía,2025-02-01,Booking.com,Negativo,2.1,Alojamiento,es,Familia,2025,2,2025-02
Madrid,Madrid,2025-02-02,Booking.com,Positivo,4.2,Atractivos,de,Pareja,2025,2,2025-02
Mallorca,Islas Baleares,2025-02-02,TripAdvisor,Positivo,4.9,Masificación,de,Amigos,2025,2,2025-02
Mallorca,Islas Baleares,2025-02-02,TripAdvisor,Negativo,1.2,Alojamiento,en,Pareja,2025,2,2025-02
Valencia,Comunidad Valenciana,2025-02-03,Airbnb,Negativo,1.5,Alojamiento,en,Pareja,2025,2,2025-02
Picos de Europa,Asturias/Cantabria,2025-02-04,Google Reviews,Positivo,4.4,Atractivos,es,Familia,2025,2,2025-02
Costa del Sol,Andalucía,2025-02-04,Booking.com,Positivo,4.6,Precio,es,Familia,2025,2,2025-02
Teruel,Aragón,2025-02-04,TripAdvisor,Neutro,3.1,Transporte,en,Familia,2025,2,2025-02
Extremadura,Extremadura,2025-02-04,Airbnb,Negativo,1.8,Atractivos,de,Familia,2025,2,2025-02
Barcelona,Cataluña,2025-02-04,Booking.com,Neutro,3.0,Precio,es,Familia,2025,2,2025-02
Extremadura,Extremadura,2025-02-05,Airbnb,Positivo,4.8,Limpieza,en,Familia,2025,2,2025-02
Costa Brava,Cataluña,2025-02-05,Airbnb,Neutro,3.2,Transporte,en,Amigos,2025,2,2025-02
Picos de Europa,Asturias/Cantabria,2025-02-05,Google Reviews,Neutro,3.0,Transporte,es,Amigos,2025,2,2025-02
Madrid,Madrid,2025-02-06,Booking.com,Positivo,4.4,Limpieza,it,Pareja,2025,2,2025-02
Sevilla,Andalucía,2025-02-06,Airbnb,Positivo,4.6,Atractivos,en,Amigos,2025,2,2025-02
Sevilla,Andalucía,2025-02-06,TripAdvisor,Neutro,3.4,Atractivos,fr,Pareja,2025,2,2025-02
Teruel,Aragón,2025-02-07,Google Reviews,Positivo,3.9,Transporte,de,Familia,2025,2,2025-02
Valencia,Comunidad Valenciana,2025-02-07,TripAdvisor,Negativo,1.1,Precio,en,Familia,2025,2,2025-02
Extremadura,Extremadura,2025-02-07,Airbnb,Positivo,4.7,Transporte,it,Familia,2025,2,2025-02
Extremadura,Extremadura,2025-02-08,Airbnb,Neutro,3.3,Gastronomía,it,Amigos,2025,2,2025-02
Sevilla,Andalucía,2025-02-08,Google Reviews,Negativo,1.9,Masificación,es,Familia,2025,2,2025-02
Barcelona,Cataluña,2025-02-08,Booking.com,Negativo,1.5,Masificación,en,Pareja,2025,2,2025-02
Teruel,Aragón,2025-02-09,TripAdvisor,Positivo,3.6,Masificación,de,Pareja,2025,2,2025-02
Barcelona,Cataluña,2025-02-09,Airbnb,Negativo,2.1,Atractivos,en,Amigos,2025,2,2025-02
Extremadura,Extremadura,2025-02-09,Booking.com,Positivo,4.4,Atractivos,de,Pareja,2025,2,2025-02
Mallorca,Islas Baleares,2025-02-09,TripAdvisor,Neutro,3.5,Limpieza,en,Negocios,2025,2,2025-02
Costa del Sol,Andalucía,2025-02-09,TripAdvisor,Neutro,2.5,Masificación,es,Amigos,2025,2,2025-02
Madrid,Madrid,2025-02-09,Airbnb,Negativo,2.3,Precio,es,Negocios,2025,2,2025-02
Costa Brava,Cataluña,2025-02-10,Google Reviews,Negativo,2.1,Atractivos,de,Familia,2025,2,2025-02
Extremadura,Extremadura,2025-02-11,Booking.com,Neutro,3.4,Limpieza,it,Familia,2025,2,2025-02
San Sebastián,País Vasco,2025-02-11,Airbnb,Positivo,4.6,Atractivos,en,Pareja,2025,2,2025-02
Costa del Sol,Andalucía,2025-02-11,Google Reviews,Neutro,3.4,Transporte,es,Solo,2025,2,2025-02
Barcelona,Cataluña,2025-02-12,Airbnb,Negativo,1.1,Transporte,de,Solo,2025,2,2025-02
Barcelona,Cataluña,2025-02-12,Google Reviews,Neutro,2.6,Transporte,en,Pareja,2025,2,2025-02
Costa Brava,Cataluña,2025-02-12,Google Reviews,Positivo,4.6,Gastronomía,fr,Pareja,2025,2,2025-02
Granada,Andalucía,2025-02-13,Google Reviews,Positivo,4.8,Precio,en,Pareja,2025,2,2025-02
Sevilla,Andalucía,2025-02-13,Booking.com,Neutro,3.5,Limpieza,es,Familia,2025,2,2025-02
Costa Brava,Cataluña,2025-02-13,Booking.com,Positivo,5.0,Atractivos,de,Familia,2025,2,2025-02
Sevilla,Andalucía,2025-02-14,Google Reviews,Positivo,4.0,Precio,en,Negocios,2025,2,2025-02
Tenerife,Islas Canarias,2025-02-14,Airbnb,Neutro,3.2,Gastronomía,en,Amigos,2025,2,2025-02
Barcelona,Cataluña,2025-02-15,Google Reviews,Negativo,2.3,Alojamiento,de,Pareja,2025,2,2025-02
San Sebastián,País Vasco,2025-02-16,TripAdvisor,Positivo,3.5,Transporte,es,Familia,2025,2,2025-02
Valencia,Comunidad Valenciana,2025-02-16,Airbnb,Positivo,4.5,Atractivos,es,Amigos,2025,2,2025-02
Valencia,Comunidad Valenciana,2025-02-16,Booking.com,Positivo,4.8,Precio,en,Familia,2025,2,2025-02
Sevilla,Andalucía,2025-02-17,Google Reviews,Negativo,1.0,Transporte,it,Pareja,2025,2,2025-02
Ronda,Andalucía,2025-02-17,Booking.com,Positivo,4.8,Atractivos,en,Familia,2025,2,2025-02
San Sebastián,País Vasco,2025-02-18,TripAdvisor,Positivo,4.5,Atractivos,fr,Familia,2025,2,2025-02
Picos de Europa,Asturias/Cantabria,2025-02-18,Booking.com,Neutro,3.4,Alojamiento,es,Amigos,2025,2,2025-02
Granada,Andalucía,2025-02-18,Booking.com,Negativo,2.3,Gastronomía,it,Pareja,2025,2,2025-02
Costa del Sol,Andalucía,2025-02-19,Booking.com,Negativo,2.5,Gastronomía,en,Pareja,2025,2,2025-02
Barcelona,Cataluña,2025-02-19,Booking.com,Negativo,2.5,Atractivos,es,Amigos,2025,2,2025-02
Tenerife,Islas Canarias,2025-02-19,Airbnb,Negativo,2.1,Masificación,es,Familia,2025,2,2025-02
Sevilla,Andalucía,2025-02-20,TripAdvisor,Positivo,3.7,Precio,es,Familia,2025,2,2025-02
Madrid,Madrid,2025-02-20,Airbnb,Positivo,4.5,Precio,de,Familia,2025,2,2025-02
San Sebastián,País Vasco,2025-02-20,Booking.com,Positivo,4.5,Transporte,es,Pareja,2025,2,2025-02
Tenerife,Islas Canarias,2025-02-20,Google Reviews,Negativo,1.1,Gastronomía,es,Amigos,2025,2,2025-02
Teruel,Aragón,2025-02-20,Booking.com,Positivo,4.4,Transporte,en,Pareja,2025,2,2025-02
San Sebastián,País Vasco,2025-02-21,Booking.com,Negativo,1.2,Precio,es,Familia,2025,2,2025-02
Tenerife,Islas Canarias,2025-02-22,TripAdvisor,Negativo,2.4,Transporte,fr,Familia,2025,2,2025-02
Extremadura,Extremadura,2025-02-23,Booking.com,Positivo,4.6,Masificación,en,Solo,2025,2,2025-02
Sevilla,Andalucía,2025-02-24,Google Reviews,Negativo,2.3,Limpieza,de,Pareja,2025,2,2025-02
Teruel,Aragón,2025-02-24,Airbnb,Positivo,3.6,Alojamiento,de,Familia,2025,2,2025-02
Mallorca,Islas Baleares,2025-02-25,Airbnb,Negativo,2.1,Limpieza,fr,Familia,2025,2,2025-02
Tenerife,Islas Canarias,2025-02-25,Airbnb,Negativo,2.1,Precio,fr,Amigos,2025,2,2025-02
Teruel,Aragón,2025-02-25,Airbnb,Neutro,3.2,Gastronomía,fr,Familia,2025,2,2025-02
Mallorca,Islas Baleares,2025-02-25,Google Reviews,Positivo,4.6,Transporte,de,Pareja,2025,2,2025-02
Tenerife,Islas Canarias,2025-02-26,Google Reviews,Negativo,1.3,Transporte,fr,Familia,2025,2,2025-02
Madrid,Madrid,2025-02-26,Airbnb,Positivo,4.1,Alojamiento,en,Familia,2025,2,2025-02
Costa del Sol,Andalucía,2025-02-26,TripAdvisor,Negativo,1.4,Precio,it,Familia,2025,2,2025-02
Sevilla,Andalucía,2025-02-26,Airbnb,Negativo,1.0,Limpieza,en,Amigos,2025,2,2025-02
Picos de Europa,Asturias/Cantabria,2025-02-26,TripAdvisor,Neutro,2.6,Transporte,fr,Solo,2025,2,2025-02
Granada,Andalucía,2025-02-27,Airbnb,Positivo,4.4,Masificación,es,Amigos,2025,2,2025-02
Costa del Sol,Andalucía,2025-02-28,Google Reviews,Negativo,1.4,Alojamiento,en,Amigos,2025,2,2025-02
San Sebastián,País Vasco,2025-02-28,TripAdvisor,Neutro,2.6,Alojamiento,de,Negocios,2025,2,2025-02
Tenerife,Islas Canarias,2025-02-28,Google Reviews,Positivo,3.8,Alojamiento,de,Pareja,2025,2,2025-02
Mallorca,Islas Baleares,2025-03-01,Airbnb,Negativo,1.6,Atractivos,en,Pareja,2025,3,2025-03
Valencia,Comunidad Valenciana,2025-03-01,Google Reviews,Positivo,3.7,Gastronomía,fr,Pareja,2025,3,2025-03
Barcelona,Cataluña,2025-03-01,Google Reviews,Neutro,2.7,Atractivos,en,Familia,2025,3,2025-03
Barcelona,Cataluña,2025-03-02,Airbnb,Positivo,4.6,Alojamiento,fr,Pareja,2025,3,2025-03
Picos de Europa,Asturias/Cantabria,2025-03-02,Booking.com,Positivo,4.9,Precio,de,Solo,2025,3,2025-03
Ronda,Andalucía,2025-03-03,Booking.com,Positivo,5.0,Transporte,fr,Pareja,2025,3,2025-03
Sevilla,Andalucía,2025-03-03,TripAdvisor,Negativo,1.9,Alojamiento,es,Pareja,2025,3,2025-03
Costa del Sol,Andalucía,2025-03-03,Booking.com,Negativo,1.3,Gastronomía,it,Amigos,2025,3,2025-03
Extremadura,Extremadura,2025-03-03,Google Reviews,Neutro,3.1,Gastronomía,en,Pareja,2025,3,2025-03
Picos de Europa,Asturias/Cantabria,2025-03-04,TripAdvisor,Positivo,3.6,Transporte,fr,Amigos,2025,3,2025-03
Barcelona,Cataluña,2025-03-04,TripAdvisor,Negativo,1.7,Precio,es,Amigos,2025,3,2025-03
Extremadura,Extremadura,2025-03-04,Airbnb,Positivo,3.8,Transporte,fr,Pareja,2025,3,2025-03
Valencia,Comunidad Valenciana,2025-03-05,Airbnb,Negativo,2.0,Gastronomía,en,Familia,2025,3,2025-03
Picos de Europa,Asturias/Cantabria,2025-03-05,Google Reviews,Positivo,4.2,Masificación,fr,Pareja,2025,3,2025-03
Mallorca,Islas Baleares,2025-03-05,Booking.com,Negativo,2.2,Transporte,es,Amigos,2025,3,2025-03
Picos de Europa,Asturias/Cantabria,2025-03-06,Google Reviews,Positivo,4.7,Alojamiento,es,Amigos,2025,3,2025-03
Picos de Europa,Asturias/Cantabria,2025-03-06,TripAdvisor,Positivo,4.4,Atractivos,de,Negocios,2025,3,2025-03
Barcelona,Cataluña,2025-03-07,Booking.com,Negativo,1.3,Limpieza,es,Amigos,2025,3,2025-03
Teruel,Aragón,2025-03-07,Google Reviews,Positivo,4.6,Precio,it,Familia,2025,3,2025-03
Mallorca,Islas Baleares,2025-03-08,Google Reviews,Neutro,2.8,Precio,fr,Amigos,2025,3,2025-03
Teruel,Aragón,2025-03-08,Airbnb,Positivo,4.3,Alojamiento,es,Pareja,2025,3,2025-03
Picos de Europa,Asturias/Cantabria,2025-03-08,TripAdvisor,Positivo,4.9,Atractivos,es,Amigos,2025,3,2025-03
Valencia,Comunidad Valenciana,2025-03-09,Airbnb,Positivo,3.6,Masificación,de,Pareja,2025,3,2025-03
Barcelona,Cataluña,2025-03-09,TripAdvisor,Negativo,2.2,Gastronomía,es,Familia,2025,3,2025-03
Costa Brava,Cataluña,2025-03-09,Google Reviews,Positivo,3.7,Precio,es,Familia,2025,3,2025-03
Extremadura,Extremadura,2025-03-10,TripAdvisor,Neutro,3.0,Atractivos,es,Familia,2025,3,2025-03
Ronda,Andalucía,2025-03-10,Google Reviews,Positivo,5.0,Atractivos,es,Pareja,2025,3,2025-03
Picos de Europa,Asturias/Cantabria,2025-03-10,Booking.com,Positivo,4.4,Precio,en,Amigos,2025,3,2025-03
Costa Brava,Cataluña,2025-03-11,TripAdvisor,Neutro,3.0,Alojamiento,es,Amigos,2025,3,2025-03
Sevilla,Andalucía,2025-03-11,TripAdvisor,Negativo,2.4,Atractivos,fr,Pareja,2025,3,2025-03
Teruel,Aragón,2025-03-11,Google Reviews,Positivo,4.4,Masificación,en,Pareja,2025,3,2025-03
Valencia,Comunidad Valenciana,2025-03-11,Google Reviews,Neutro,2.8,Atractivos,es,Familia,2025,3,2025-03
Tenerife,Islas Canarias,2025-03-12,Airbnb,Positivo,4.3,Atractivos,es,Pareja,2025,3,2025-03
San Sebastián,País Vasco,2025-03-13,Google Reviews,Negativo,1.0,Alojamiento,en,Familia,2025,3,2025-03
Picos de Europa,Asturias/Cantabria,2025-03-14,TripAdvisor,Positivo,3.9,Atractivos,es,Pareja,2025,3,2025-03
Tenerife,Islas Canarias,2025-03-14,Airbnb,Positivo,4.9,Alojamiento,fr,Amigos,2025,3,2025-03
Costa del Sol,Andalucía,2025-03-15,TripAdvisor,Negativo,1.8,Gastronomía,en,Amigos,2025,3,2025-03
Mallorca,Islas Baleares,2025-03-15,Booking.com,Neutro,2.8,Atractivos,fr,Pareja,2025,3,2025-03
